timestamp,GHI_W_m2,DHI_W_m2,elevation_deg,azimuth_deg,Q_sol_W
2021-01-01 00:00:00,0.0,0.0,-59.71,17.964,0.0
2021-01-01 01:00:00,0.0,0.0,-55.088,42.283,0.0
2021-01-01 02:00:00,0.0,0.0,-47.884,61.312,0.0
2021-01-01 03:00:00,0.0,0.0,-39.353,76.368,0.0
2021-01-01 04:00:00,0.0,0.0,-30.284,89.08,0.0
2021-01-01 05:00:00,0.0,0.0,-21.175,100.612,0.0
2021-01-01 06:00:00,0.0,0.0,-12.393,111.747,0.0
2021-01-01 07:00:00,0.0,0.0,-4.272,123.035,0.0
2021-01-01 08:00:00,16.7,13.9,2.843,134.868,529.281
2021-01-01 09:00:00,52.8,52.8,8.582,147.486,549.312
2021-01-01 10:00:00,94.5,94.5,12.567,160.931,983.144
2021-01-01 11:00:00,55.6,55.6,14.478,174.991,578.442
2021-01-01 12:00:00,41.7,41.7,14.14,189.231,433.832
2021-01-01 13:00:00,52.8,52.8,11.586,203.145,549.312
2021-01-01 14:00:00,41.7,41.7,7.042,216.355,433.832
2021-01-01 15:00:00,27.8,27.8,0.854,228.725,289.221
2021-01-01 16:00:00,0.0,0.0,-6.598,240.364,0.0
2021-01-01 17:00:00,0.0,0.0,-14.95,251.558,0.0
2021-01-01 18:00:00,0.0,0.0,-23.864,262.745,0.0
2021-01-01 19:00:00,0.0,0.0,-33.004,274.532,0.0
2021-01-01 20:00:00,0.0,0.0,-41.974,287.798,0.0
2021-01-01 21:00:00,0.0,0.0,-50.212,303.85,0.0
2021-01-01 22:00:00,0.0,0.0,-56.8,324.383,0.0
2021-01-01 23:00:00,0.0,0.0,-60.365,350.156,0.0
2021-01-02 00:00:00,0.0,0.0,-59.631,17.931,0.0
2021-01-02 01:00:00,0.0,0.0,-55.015,42.22,0.0
2021-01-02 02:00:00,0.0,0.0,-47.818,61.242,0.0
2021-01-02 03:00:00,0.0,0.0,-39.291,76.301,0.0
2021-01-02 04:00:00,0.0,0.0,-30.223,89.018,0.0
2021-01-02 05:00:00,0.0,0.0,-21.113,100.555,0.0
2021-01-02 06:00:00,0.0,0.0,-12.329,111.696,0.0
2021-01-02 07:00:00,0.0,0.0,-4.205,122.989,0.0
2021-01-02 08:00:00,5.6,5.6,2.915,134.829,58.26
2021-01-02 09:00:00,30.6,30.6,8.658,147.457,318.351
2021-01-02 10:00:00,63.9,63.9,12.646,160.913,664.793
2021-01-02 11:00:00,72.2,72.2,14.559,174.986,751.143
2021-01-02 12:00:00,52.8,52.8,14.221,189.24,549.312
2021-01-02 13:00:00,33.3,30.6,11.664,203.167,419.815
2021-01-02 14:00:00,16.7,13.9,7.117,216.387,309.28
2021-01-02 15:00:00,5.6,5.6,0.924,228.766,58.26
2021-01-02 16:00:00,0.0,0.0,-6.532,240.411,0.0
2021-01-02 17:00:00,0.0,0.0,-14.887,251.611,0.0
2021-01-02 18:00:00,0.0,0.0,-23.803,262.804,0.0
2021-01-02 19:00:00,0.0,0.0,-32.943,274.596,0.0
2021-01-02 20:00:00,0.0,0.0,-41.911,287.867,0.0
2021-01-02 21:00:00,0.0,0.0,-50.144,303.919,0.0
2021-01-02 22:00:00,0.0,0.0,-56.726,324.44,0.0
2021-01-02 23:00:00,0.0,0.0,-60.285,350.174,0.0
2021-01-03 00:00:00,0.0,0.0,-59.545,17.896,0.0
2021-01-03 01:00:00,0.0,0.0,-54.937,42.152,0.0
2021-01-03 02:00:00,0.0,0.0,-47.747,61.166,0.0
2021-01-03 03:00:00,0.0,0.0,-39.224,76.228,0.0
2021-01-03 04:00:00,0.0,0.0,-30.158,88.951,0.0
2021-01-03 05:00:00,0.0,0.0,-21.047,100.494,0.0
2021-01-03 06:00:00,0.0,0.0,-12.26,111.64,0.0
2021-01-03 07:00:00,0.0,0.0,-4.132,122.94,0.0
2021-01-03 08:00:00,5.6,5.6,2.992,134.788,58.26
2021-01-03 09:00:00,13.9,13.9,8.74,147.425,144.611
2021-01-03 10:00:00,61.1,61.1,12.732,160.894,635.662
2021-01-03 11:00:00,63.9,63.9,14.646,174.981,664.793
2021-01-03 12:00:00,38.9,38.9,14.308,189.25,404.702
2021-01-03 13:00:00,55.6,55.6,11.749,203.19,578.442
2021-01-03 14:00:00,61.1,58.3,7.198,216.422,769.357
2021-01-03 15:00:00,27.8,27.8,1.001,228.81,289.221
2021-01-03 16:00:00,0.0,0.0,-6.46,240.462,0.0
2021-01-03 17:00:00,0.0,0.0,-14.819,251.668,0.0
2021-01-03 18:00:00,0.0,0.0,-23.737,262.867,0.0
2021-01-03 19:00:00,0.0,0.0,-32.877,274.665,0.0
2021-01-03 20:00:00,0.0,0.0,-41.843,287.941,0.0
2021-01-03 21:00:00,0.0,0.0,-50.071,303.995,0.0
2021-01-03 22:00:00,0.0,0.0,-56.644,324.502,0.0
2021-01-03 23:00:00,0.0,0.0,-60.197,350.194,0.0
2021-01-04 00:00:00,0.0,0.0,-59.452,17.858,0.0
2021-01-04 01:00:00,0.0,0.0,-54.852,42.079,0.0
2021-01-04 02:00:00,0.0,0.0,-47.67,61.084,0.0
2021-01-04 03:00:00,0.0,0.0,-39.151,76.149,0.0
2021-01-04 04:00:00,0.0,0.0,-30.087,88.878,0.0
2021-01-04 05:00:00,0.0,0.0,-20.975,100.428,0.0
2021-01-04 06:00:00,0.0,0.0,-12.185,111.581,0.0
